"pedido_detalle_id","cantidad","estado_detalle","notas","subtotal","pedido_id","producto_id","tenant_id"
"2277",2,"ENTREGADO","Cocinar bien la carne.","14.00","585","23","1"
"2278",3,"ENTREGADO","Sin aderezo.","66.00","585","3","1"
"2279",1,"ENTREGADO","Con limón aparte.","21.00","585","4","1"
"2280",1,"ENTREGADO","Agregar salsa extra.","35.00","585","10","1"
"2281",2,"ENTREGADO","Dividir el plato.","68.00","585","13","1"
"2282",2,"ENTREGADO","Sin cebolla, por favor.","76.00","585","20","1"
"2283",2,"ENTREGADO","Usar queso sin lactosa.","52.00","586","11","1"
"2284",3,"ENTREGADO","Usar queso sin lactosa.","87.00","586","18","1"
"2285",1,"ENTREGADO","","34.00","586","13","1"
"2286",2,"ENTREGADO","Poco picante.","44.00","587","9","1"
"2287",2,"ENTREGADO","Agregar cubiertos adicionales.","70.00","587","10","1"
"2288",1,"ENTREGADO","Agregar salsa extra.","23.00","587","8","1"
"2289",1,"ENTREGADO","Plato para compartir.","21.00","587","4","1"
"2290",2,"ENTREGADO","Agregar cubiertos adicionales.","68.00","587","13","1"
"2291",2,"ENTREGADO","Sin aderezo.","56.00","588","1","1"
"2292",2,"ENTREGADO","Plato para compartir.","50.00","588","2","1"
"2293",3,"ENTREGADO","Agregar cubiertos adicionales.","75.00","588","2","1"
"2294",1,"ENTREGADO","Servir en dos platos.","24.00","589","6","1"
"2295",2,"ENTREGADO","Poco picante.","64.00","589","7","1"
"2296",1,"ENTREGADO","Dividir el plato.","36.00","589","12","1"
"2297",2,"ENTREGADO","Sin cebolla, por favor.","12.00","589","24","1"
"2298",1,"ENTREGADO","","22.00","589","9","1"
"2299",1,"ENTREGADO","Agregar salsa extra.","22.00","589","3","1"
"2300",1,"ENTREGADO","Dividir el plato.","18.00","590","21","1"
"2301",1,"ENTREGADO","Dividir el plato.","22.00","590","9","1"
"2302",3,"ENTREGADO","Cocinar bien la carne.","114.00","590","20","1"
"2303",3,"ENTREGADO","Poco picante.","102.00","590","13","1"
"2304",3,"ENTREGADO","No añadir mayonesa.","102.00","590","13","1"
"2305",1,"ENTREGADO","Evitar ingredientes crudos.","35.00","591","10","1"
"2306",2,"ENTREGADO","Agregar cubiertos adicionales.","66.00","591","17","1"
"2307",1,"ENTREGADO","Usar queso sin lactosa.","20.00","591","27","1"
"2308",1,"ENTREGADO","Servir en dos platos.","23.00","591","8","1"
"2309",1,"ENTREGADO","No añadir mayonesa.","21.00","591","4","1"
"2310",1,"ENTREGADO","Dividir el plato.","40.00","591","14","1"
"2311",2,"ENTREGADO","Evitar ingredientes crudos.","66.00","592","17","1"
"2312",2,"ENTREGADO","Sin aderezo.","60.00","592","15","1"
"2313",1,"ENTREGADO","No incluir pan.","7.00","592","23","1"
"2314",2,"ENTREGADO","Plato para compartir.","50.00","592","2","1"
"2315",1,"ENTREGADO","Evitar ingredientes crudos.","36.00","592","12","1"
"2316",1,"ENTREGADO","Sin cebolla, por favor.","30.00","593","15","1"
"2317",1,"ENTREGADO","Cocinar bien la carne.","21.00","593","4","1"
"2318",3,"ENTREGADO","Preparar como la vez pasada.","66.00","593","3","1"
"2319",2,"ENTREGADO","Agregar cubiertos adicionales.","70.00","594","10","1"
"2320",3,"ENTREGADO","Plato para compartir.","84.00","594","1","1"
"2321",1,"ENTREGADO","Entrega rápida.","34.00","594","13","1"
"2322",2,"ENTREGADO","Preparar como la vez pasada.","70.00","594","10","1"
"2323",2,"ENTREGADO","Sin aderezo.","68.00","594","13","1"
"2324",2,"ENTREGADO","Entrega rápida.","36.00","594","25","1"
"2325",3,"ENTREGADO","Servir bien caliente.","66.00","595","3","1"
"2326",3,"ENTREGADO","Servir bien caliente.","120.00","595","14","1"
"2327",1,"ENTREGADO","No añadir mayonesa.","25.00","595","2","1"
"2328",1,"ENTREGADO","","22.00","595","9","1"
"2329",2,"ENTREGADO","Entrega rápida.","66.00","595","17","1"
"2330",2,"ENTREGADO","No incluir pan.","76.00","596","20","1"
"2331",1,"ENTREGADO","Servir bien caliente.","26.00","596","11","1"
"2332",2,"ENTREGADO","Poco picante.","42.00","596","4","1"
"2333",1,"ENTREGADO","Entrega rápida.","21.00","597","4","1"
"2334",1,"ENTREGADO","Sin aderezo.","22.00","597","9","1"
"2335",1,"ENTREGADO","Plato para compartir.","22.00","597","3","1"
"2336",3,"ENTREGADO","Servir bien caliente.","84.00","597","1","1"
"2337",2,"ENTREGADO","Entrega rápida.","60.00","597","15","1"
"2338",1,"ENTREGADO","Poco picante.","24.00","598","6","1"
"2339",3,"ENTREGADO","Plato para compartir.","69.00","598","8","1"
"2340",1,"ENTREGADO","Sin cebolla, por favor.","28.00","598","1","1"
"2341",2,"ENTREGADO","Sin aderezo.","48.00","599","6","1"
"2342",1,"ENTREGADO","Poco picante.","7.00","599","23","1"
"2343",2,"ENTREGADO","Dividir el plato.","44.00","599","9","1"
"2344",1,"ENTREGADO","Agregar cubiertos adicionales.","21.00","599","4","1"
"2345",2,"ENTREGADO","Sin cebolla, por favor.","40.00","600","27","1"
"2346",3,"ENTREGADO","Usar queso sin lactosa.","78.00","600","11","1"
"2347",4,"ENTREGADO","Servir en dos platos.","80.00","600","5","1"
"2348",1,"ENTREGADO","Evitar ingredientes crudos.","25.00","601","2","1"
"2349",3,"ENTREGADO","No incluir pan.","93.00","601","16","1"
"2350",1,"ENTREGADO","No añadir mayonesa.","22.00","601","3","1"
"2351",3,"ENTREGADO","","66.00","602","9","1"
"2352",2,"ENTREGADO","Preparar como la vez pasada.","46.00","602","8","1"
"2353",2,"ENTREGADO","Servir en dos platos.","46.00","602","8","1"
"2354",1,"ENTREGADO","Dividir el plato.","26.00","602","11","1"
"2355",2,"ENTREGADO","Agregar salsa extra.","56.00","602","1","1"
"2356",1,"ENTREGADO","Servir bien caliente.","33.00","603","17","1"
"2357",1,"ENTREGADO","Preparar como la vez pasada.","25.00","603","2","1"
"2358",1,"ENTREGADO","Cocinar bien la carne.","23.00","603","8","1"
"2359",2,"ENTREGADO","Servir en dos platos.","40.00","604","5","1"
"2360",3,"ENTREGADO","Sin aderezo.","105.00","604","10","1"
"2361",2,"ENTREGADO","No añadir mayonesa.","42.00","604","4","1"
"2362",3,"ENTREGADO","Evitar ingredientes crudos.","84.00","604","1","1"
"2363",2,"ENTREGADO","Entrega rápida.","52.00","604","11","1"
"2364",1,"ENTREGADO","Sin cebolla, por favor.","40.00","604","14","1"
"2365",2,"ENTREGADO","Usar queso sin lactosa.","80.00","605","14","1"
"2366",1,"ENTREGADO","Con limón aparte.","21.00","605","4","1"
"2367",1,"ENTREGADO","Entrega rápida.","23.00","605","8","1"
"2368",2,"ENTREGADO","Servir bien caliente.","42.00","605","4","1"
"2369",3,"ENTREGADO","","102.00","606","13","1"
"2370",1,"ENTREGADO","Sin aderezo.","34.00","606","13","1"
"2371",1,"ENTREGADO","Agregar salsa extra.","25.00","607","2","1"
"2372",1,"ENTREGADO","Entrega rápida.","22.00","607","3","1"
"2373",3,"ENTREGADO","Preparar como la vez pasada.","84.00","607","1","1"
"2374",1,"ENTREGADO","Agregar salsa extra.","40.00","608","14","1"
"2375",3,"ENTREGADO","Plato para compartir.","54.00","608","21","1"
"2376",2,"ENTREGADO","Poco picante.","48.00","608","6","1"
"2377",1,"ENTREGADO","Poco picante.","21.00","608","4","1"
"2378",2,"ENTREGADO","Plato para compartir.","36.00","608","21","1"
"2379",1,"ENTREGADO","Con limón aparte.","34.00","608","13","1"
"2380",1,"ENTREGADO","Agregar salsa extra.","17.00","609","26","1"
"2381",1,"ENTREGADO","Agregar salsa extra.","35.00","609","10","1"
"2382",2,"ENTREGADO","Sin aderezo.","52.00","609","11","1"
"2383",1,"ENTREGADO","Cocinar bien la carne.","8.00","610","22","1"
"2384",2,"ENTREGADO","Plato para compartir.","56.00","610","1","1"
"2385",2,"ENTREGADO","Entrega rápida.","42.00","611","4","1"
"2386",1,"ENTREGADO","Con limón aparte.","22.00","611","9","1"
"2387",2,"ENTREGADO","Entrega rápida.","44.00","612","9","1"
"2388",1,"ENTREGADO","Agregar salsa extra.","24.00","612","6","1"
"2389",3,"ENTREGADO","Con limón aparte.","96.00","612","7","1"
"2390",1,"ENTREGADO","Cocinar bien la carne.","29.00","612","18","1"
"2391",2,"ENTREGADO","Evitar ingredientes crudos.","50.00","613","2","1"
"2392",2,"ENTREGADO","Preparar como la vez pasada.","72.00","613","12","1"
"2393",1,"ENTREGADO","Servir en dos platos.","7.00","613","23","1"
"2394",1,"ENTREGADO","Sin aderezo.","18.00","613","21","1"
"2395",3,"ENTREGADO","No añadir mayonesa.","108.00","614","12","1"
"2396",2,"ENTREGADO","Usar queso sin lactosa.","12.00","614","24","1"
"2397",2,"ENTREGADO","Agregar salsa extra.","42.00","614","4","1"
"2398",1,"ENTREGADO","Dividir el plato.","24.00","614","6","1"
"2399",2,"ENTREGADO","Agregar salsa extra.","46.00","614","8","1"
"2400",1,"ENTREGADO","Servir bien caliente.","22.00","614","9","1"
"2401",1,"ENTREGADO","Sin cebolla, por favor.","23.00","615","8","1"
"2402",1,"ENTREGADO","No añadir mayonesa.","25.00","615","2","1"
"2403",3,"ENTREGADO","Evitar ingredientes crudos.","21.00","615","23","1"
"2404",2,"ENTREGADO","Agregar salsa extra.","40.00","616","5","1"
"2405",1,"ENTREGADO","Plato para compartir.","28.00","616","1","1"
"2406",1,"ENTREGADO","Con limón aparte.","6.00","616","24","1"
"2407",1,"ENTREGADO","Agregar cubiertos adicionales.","26.00","617","11","1"
"2408",1,"ENTREGADO","Sin aderezo.","20.00","617","5","1"
"2409",2,"ENTREGADO","Evitar ingredientes crudos.","40.00","617","5","1"
"2410",1,"ENTREGADO","Dividir el plato.","24.00","617","6","1"
"2411",3,"ENTREGADO","Sin cebolla, por favor.","90.00","617","15","1"
"2412",2,"ENTREGADO","","70.00","617","10","1"
"2413",1,"ENTREGADO","Poco picante.","17.00","618","26","1"
"2414",1,"ENTREGADO","Poco picante.","30.00","618","15","1"
"2415",1,"ENTREGADO","No añadir mayonesa.","21.00","618","4","1"
"2416",2,"ENTREGADO","Con limón aparte.","56.00","618","1","1"
"2417",1,"ENTREGADO","No añadir mayonesa.","24.00","618","6","1"
"2418",3,"ENTREGADO","Agregar cubiertos adicionales.","90.00","619","15","1"
"2419",2,"ENTREGADO","No incluir pan.","50.00","619","2","1"
"2420",2,"ENTREGADO","","68.00","619","13","1"
"2421",4,"ENTREGADO","Usar queso sin lactosa.","96.00","619","6","1"
"2422",4,"ENTREGADO","Evitar ingredientes crudos.","140.00","620","10","1"
"2423",2,"ENTREGADO","Dividir el plato.","44.00","620","3","1"
"2424",1,"ENTREGADO","Poco picante.","28.00","621","1","1"
"2425",1,"ENTREGADO","Servir bien caliente.","20.00","621","5","1"
"2426",1,"ENTREGADO","Con limón aparte.","31.00","622","16","1"
"2427",1,"ENTREGADO","Agregar salsa extra.","25.00","622","2","1"
"2428",2,"ENTREGADO","Cocinar bien la carne.","64.00","622","7","1"
"2429",3,"ENTREGADO","No añadir mayonesa.","84.00","622","1","1"
"2430",3,"ENTREGADO","","66.00","622","9","1"
"2431",2,"ENTREGADO","","80.00","623","14","1"
"2432",1,"ENTREGADO","Cocinar bien la carne.","10.00","623","28","1"
"2433",1,"ENTREGADO","No añadir mayonesa.","25.00","623","2","1"
"2434",4,"ENTREGADO","Preparar como la vez pasada.","80.00","623","27","1"
"2435",2,"ENTREGADO","Entrega rápida.","80.00","624","14","1"
"2436",3,"ENTREGADO","","102.00","624","13","1"
"2437",4,"ENTREGADO","Servir bien caliente.","92.00","624","8","1"
"2438",2,"ENTREGADO","Agregar salsa extra.","12.00","624","24","1"
"2439",1,"ENTREGADO","Con limón aparte.","35.00","624","10","1"
"2440",1,"ENTREGADO","Servir bien caliente.","28.00","624","1","1"
"2441",1,"ENTREGADO","Entrega rápida.","25.00","625","2","1"
"2442",1,"ENTREGADO","Entrega rápida.","40.00","625","14","1"
"2443",4,"ENTREGADO","Preparar como la vez pasada.","84.00","626","4","1"
"2444",1,"ENTREGADO","Evitar ingredientes crudos.","8.00","626","22","1"
"2445",4,"ENTREGADO","Agregar salsa extra.","84.00","626","4","1"
"2446",3,"ENTREGADO","Cocinar bien la carne.","93.00","626","16","1"
"2447",1,"ENTREGADO","Sin aderezo.","22.00","626","3","1"
"2448",1,"ENTREGADO","Servir en dos platos.","40.00","627","14","1"
"2449",2,"ENTREGADO","Dividir el plato.","48.00","627","6","1"
"2450",1,"ENTREGADO","Sin cebolla, por favor.","35.00","627","10","1"
"2451",3,"ENTREGADO","Preparar como la vez pasada.","78.00","627","11","1"
"2452",2,"ENTREGADO","Sin cebolla, por favor.","72.00","627","12","1"
"2453",2,"ENTREGADO","Usar queso sin lactosa.","50.00","627","2","1"
"2454",3,"ENTREGADO","Evitar ingredientes crudos.","66.00","628","9","1"
"2455",3,"ENTREGADO","Servir en dos platos.","75.00","628","2","1"
"2456",3,"ENTREGADO","No incluir pan.","63.00","628","4","1"
"2457",2,"ENTREGADO","Sin aderezo.","72.00","629","12","1"
"2458",3,"ENTREGADO","Usar queso sin lactosa.","66.00","629","3","1"
"2459",3,"ENTREGADO","Entrega rápida.","84.00","629","1","1"
"2460",1,"ENTREGADO","Sin aderezo.","22.00","629","3","1"
"2461",3,"ENTREGADO","","108.00","629","12","1"
"2462",1,"ENTREGADO","Servir bien caliente.","18.00","630","21","1"
"2463",1,"ENTREGADO","Evitar ingredientes crudos.","28.00","630","1","1"
"2464",3,"ENTREGADO","Plato para compartir.","114.00","630","20","1"
"2465",2,"ENTREGADO","Evitar ingredientes crudos.","50.00","630","2","1"
"2466",3,"ENTREGADO","Servir bien caliente.","75.00","630","2","1"
"2467",1,"ENTREGADO","Evitar ingredientes crudos.","30.00","631","15","1"
"2468",1,"ENTREGADO","No incluir pan.","22.00","631","9","1"
"2469",1,"ENTREGADO","No incluir pan.","22.00","631","3","1"
"2470",1,"ENTREGADO","Plato para compartir.","24.00","631","6","1"
"2471",3,"ENTREGADO","Sin cebolla, por favor.","84.00","631","1","1"
"2472",1,"ENTREGADO","Plato para compartir.","23.00","632","8","1"
"2473",1,"ENTREGADO","Poco picante.","40.00","632","14","1"
"2474",2,"ENTREGADO","Agregar salsa extra.","62.00","632","16","1"
"2475",2,"ENTREGADO","Entrega rápida.","42.00","633","4","1"
"2476",4,"ENTREGADO","Cocinar bien la carne.","84.00","633","4","1"
"2477",1,"ENTREGADO","Evitar ingredientes crudos.","22.00","634","9","1"
"2478",3,"ENTREGADO","","66.00","634","3","1"
"2479",1,"ENTREGADO","Entrega rápida.","31.00","634","16","1"
"2480",2,"ENTREGADO","Servir bien caliente.","66.00","634","17","1"
"2481",2,"ENTREGADO","Entrega rápida.","70.00","634","10","1"
"2482",2,"ENTREGADO","Evitar ingredientes crudos.","46.00","634","8","1"
"2483",1,"ENTREGADO","No incluir pan.","23.00","635","8","1"
"2484",4,"ENTREGADO","Poco picante.","84.00","635","4","1"
"2485",4,"ENTREGADO","Con limón aparte.","88.00","635","9","1"
"2486",1,"ENTREGADO","Plato para compartir.","24.00","635","6","1"
"2487",3,"ENTREGADO","No añadir mayonesa.","63.00","635","4","1"
"2488",1,"ENTREGADO","","30.00","636","15","1"
"2489",3,"ENTREGADO","No incluir pan.","66.00","636","3","1"
"2490",3,"ENTREGADO","Preparar como la vez pasada.","63.00","637","4","1"
"2491",2,"ENTREGADO","Sin aderezo.","56.00","637","1","1"
"2492",1,"ENTREGADO","Agregar cubiertos adicionales.","24.00","637","6","1"
"2493",1,"ENTREGADO","Entrega rápida.","32.00","637","7","1"
"2494",2,"ENTREGADO","Agregar salsa extra.","44.00","637","3","1"
"2495",1,"ENTREGADO","Sin aderezo.","20.00","637","5","1"
"2496",2,"ENTREGADO","Poco picante.","58.00","638","18","1"
"2497",1,"ENTREGADO","Plato para compartir.","24.00","638","6","1"
"2498",1,"ENTREGADO","Servir bien caliente.","35.00","638","19","1"
"2499",4,"ENTREGADO","Usar queso sin lactosa.","88.00","638","9","1"
"2500",2,"ENTREGADO","No incluir pan.","40.00","638","5","1"
"2501",4,"ENTREGADO","Cocinar bien la carne.","112.00","638","1","1"
"2502",1,"ENTREGADO","No añadir mayonesa.","25.00","639","2","1"
"2503",2,"ENTREGADO","Servir en dos platos.","50.00","639","2","1"
"2504",1,"ENTREGADO","Preparar como la vez pasada.","22.00","640","3","1"
"2505",4,"ENTREGADO","Entrega rápida.","100.00","640","2","1"
"2506",1,"ENTREGADO","Servir bien caliente.","32.00","640","7","1"
"2507",1,"ENTREGADO","Entrega rápida.","20.00","640","5","1"
"2508",2,"ENTREGADO","Agregar cubiertos adicionales.","22.00","640","30","1"
"2509",2,"ENTREGADO","Agregar cubiertos adicionales.","44.00","641","3","1"
"2510",3,"ENTREGADO","Cocinar bien la carne.","75.00","641","2","1"
"2511",2,"ENTREGADO","Cocinar bien la carne.","40.00","641","5","1"
"2512",2,"ENTREGADO","Plato para compartir.","48.00","641","6","1"
"2513",1,"ENTREGADO","No añadir mayonesa.","24.00","642","6","1"
"2514",1,"ENTREGADO","Con limón aparte.","35.00","642","19","1"
"2515",3,"ENTREGADO","Sin aderezo.","66.00","642","9","1"
"2516",2,"ENTREGADO","Evitar ingredientes crudos.","70.00","642","10","1"
"2517",2,"ENTREGADO","No añadir mayonesa.","56.00","642","1","1"
"2518",1,"ENTREGADO","Poco picante.","21.00","642","4","1"
"2519",3,"ENTREGADO","Usar queso sin lactosa.","84.00","643","1","1"
"2520",1,"ENTREGADO","Preparar como la vez pasada.","26.00","643","11","1"
"2521",4,"ENTREGADO","Dividir el plato.","100.00","643","2","1"
"2522",2,"ENTREGADO","Entrega rápida.","56.00","644","1","1"
"2523",1,"ENTREGADO","Preparar como la vez pasada.","40.00","644","14","1"
"2524",2,"ENTREGADO","Usar queso sin lactosa.","50.00","644","2","1"
"2525",3,"ENTREGADO","Usar queso sin lactosa.","66.00","644","9","1"
"2526",1,"ENTREGADO","Agregar cubiertos adicionales.","21.00","644","4","1"
"2527",3,"ENTREGADO","Usar queso sin lactosa.","54.00","644","21","1"
"2528",2,"ENTREGADO","Servir en dos platos.","36.00","645","21","1"
"2529",2,"ENTREGADO","Preparar como la vez pasada.","44.00","645","9","1"
"2530",2,"ENTREGADO","Dividir el plato.","40.00","646","27","1"
"2531",2,"ENTREGADO","Servir en dos platos.","66.00","646","17","1"
"2532",2,"ENTREGADO","Entrega rápida.","70.00","646","10","1"
"2533",3,"ENTREGADO","Entrega rápida.","93.00","647","16","1"
"2534",1,"ENTREGADO","Sin cebolla, por favor.","18.00","647","21","1"
"2535",1,"ENTREGADO","No incluir pan.","32.00","647","7","1"
"2536",3,"ENTREGADO","No incluir pan.","105.00","648","10","1"
"2537",1,"ENTREGADO","Agregar salsa extra.","22.00","648","9","1"
"2538",4,"ENTREGADO","No incluir pan.","112.00","648","1","1"
"2539",3,"ENTREGADO","Con limón aparte.","69.00","649","8","1"
"2540",1,"ENTREGADO","No incluir pan.","30.00","649","15","1"
"2541",1,"ENTREGADO","Servir en dos platos.","35.00","649","10","1"
"2542",1,"ENTREGADO","No añadir mayonesa.","30.00","649","15","1"
"2543",1,"ENTREGADO","Con limón aparte.","21.00","649","4","1"
"2544",2,"ENTREGADO","Preparar como la vez pasada.","52.00","649","11","1"
"2545",2,"ENTREGADO","Evitar ingredientes crudos.","56.00","650","1","1"
"2546",3,"ENTREGADO","Agregar cubiertos adicionales.","60.00","650","5","1"
"2547",3,"ENTREGADO","Poco picante.","105.00","650","10","1"
"2548",2,"ENTREGADO","Entrega rápida.","50.00","650","2","1"
"2549",3,"ENTREGADO","Evitar ingredientes crudos.","66.00","650","3","1"
"2550",2,"ENTREGADO","No añadir mayonesa.","56.00","651","1","1"
"2551",1,"ENTREGADO","Preparar como la vez pasada.","35.00","651","19","1"
"2552",1,"ENTREGADO","Preparar como la vez pasada.","35.00","651","10","1"
"2553",1,"ENTREGADO","Sin cebolla, por favor.","34.00","651","13","1"
"2554",1,"ENTREGADO","Dividir el plato.","18.00","651","21","1"
"2555",2,"ENTREGADO","Con limón aparte.","70.00","651","10","1"
"2556",3,"ENTREGADO","Servir bien caliente.","78.00","652","11","1"
"2557",2,"ENTREGADO","Servir bien caliente.","14.00","652","23","1"
"2558",2,"ENTREGADO","Poco picante.","44.00","652","3","1"
"2559",1,"ENTREGADO","Usar queso sin lactosa.","26.00","652","11","1"
"2560",3,"ENTREGADO","Agregar cubiertos adicionales.","120.00","653","14","1"
"2561",2,"ENTREGADO","Poco picante.","18.00","653","29","1"
"2562",1,"ENTREGADO","Sin cebolla, por favor.","31.00","654","16","1"
"2563",3,"ENTREGADO","Sin aderezo.","87.00","654","18","1"
"2564",2,"ENTREGADO","Usar queso sin lactosa.","36.00","654","21","1"
"2565",1,"ENTREGADO","Cocinar bien la carne.","35.00","654","10","1"
"2566",1,"ENTREGADO","No incluir pan.","24.00","655","6","1"
"2567",1,"ENTREGADO","Preparar como la vez pasada.","24.00","655","6","1"
"2568",1,"ENTREGADO","Preparar como la vez pasada.","28.00","655","1","1"
"2569",1,"ENTREGADO","Agregar salsa extra.","8.00","655","22","1"
"2570",1,"ENTREGADO","Dividir el plato.","31.00","656","16","1"
"2571",1,"ENTREGADO","Dividir el plato.","36.00","656","12","1"
"2572",3,"ENTREGADO","No añadir mayonesa.","66.00","656","3","1"
"2573",1,"ENTREGADO","Cocinar bien la carne.","22.00","656","9","1"
"2574",3,"ENTREGADO","Cocinar bien la carne.","63.00","657","4","1"
"2575",1,"ENTREGADO","Usar queso sin lactosa.","21.00","657","4","1"
"2576",1,"ENTREGADO","Con limón aparte.","29.00","657","18","1"
"2577",1,"ENTREGADO","Servir en dos platos.","32.00","657","7","1"
"2578",2,"ENTREGADO","Usar queso sin lactosa.","72.00","657","12","1"
"2579",1,"ENTREGADO","Plato para compartir.","26.00","657","11","1"
"2580",2,"ENTREGADO","Entrega rápida.","68.00","658","13","1"
"2581",2,"ENTREGADO","Poco picante.","14.00","658","23","1"
"2582",4,"ENTREGADO","No incluir pan.","112.00","658","1","1"
"2583",2,"ENTREGADO","Evitar ingredientes crudos.","44.00","658","9","1"
"2584",3,"ENTREGADO","Entrega rápida.","21.00","658","23","1"
"2585",3,"ENTREGADO","Servir bien caliente.","78.00","658","11","1"
"2586",2,"ENTREGADO","Sin cebolla, por favor.","64.00","659","7","1"
"2587",2,"ENTREGADO","Cocinar bien la carne.","50.00","659","2","1"
"2588",2,"ENTREGADO","Sin cebolla, por favor.","48.00","659","6","1"
"2589",2,"ENTREGADO","Servir bien caliente.","52.00","659","11","1"
"2590",3,"ENTREGADO","Agregar salsa extra.","105.00","660","10","1"
"2591",2,"ENTREGADO","Cocinar bien la carne.","68.00","660","13","1"
"2592",2,"ENTREGADO","Preparar como la vez pasada.","70.00","660","19","1"
"2593",1,"ENTREGADO","Servir en dos platos.","21.00","660","4","1"
"2594",1,"ENTREGADO","Entrega rápida.","35.00","660","10","1"
"2595",4,"ENTREGADO","Preparar como la vez pasada.","80.00","660","27","1"
"2596",1,"ENTREGADO","Agregar cubiertos adicionales.","31.00","661","16","1"
"2597",1,"ENTREGADO","Entrega rápida.","40.00","661","14","1"
"2598",1,"ENTREGADO","Con limón aparte.","21.00","662","4","1"
"2599",1,"ENTREGADO","Sin aderezo.","30.00","662","15","1"
"2600",2,"ENTREGADO","Usar queso sin lactosa.","46.00","663","8","1"
"2601",2,"ENTREGADO","Usar queso sin lactosa.","40.00","663","5","1"
"2602",2,"ENTREGADO","Poco picante.","64.00","663","7","1"
"2603",2,"ENTREGADO","Plato para compartir.","42.00","663","4","1"
"2604",4,"ENTREGADO","Sin aderezo.","96.00","663","6","1"
"2605",1,"ENTREGADO","Evitar ingredientes crudos.","24.00","663","6","1"
"2606",2,"ENTREGADO","Servir en dos platos.","44.00","664","9","1"
"2607",1,"ENTREGADO","Servir en dos platos.","21.00","664","4","1"
"2608",1,"ENTREGADO","Dividir el plato.","24.00","664","6","1"
"2609",1,"ENTREGADO","Agregar cubiertos adicionales.","33.00","664","17","1"
"2610",2,"ENTREGADO","Cocinar bien la carne.","48.00","664","6","1"
"2611",2,"ENTREGADO","Usar queso sin lactosa.","48.00","665","6","1"
"2612",1,"ENTREGADO","Servir bien caliente.","25.00","665","2","1"
"2613",1,"ENTREGADO","No añadir mayonesa.","22.00","665","3","1"
"2614",3,"ENTREGADO","Sin cebolla, por favor.","105.00","665","19","1"
"2615",3,"ENTREGADO","","84.00","665","1","1"
"2616",1,"ENTREGADO","Dividir el plato.","25.00","666","2","1"
"2617",1,"ENTREGADO","Dividir el plato.","7.00","666","23","1"
"2618",1,"ENTREGADO","Preparar como la vez pasada.","21.00","666","4","1"
"2619",4,"ENTREGADO","Sin aderezo.","80.00","666","5","1"
"2620",1,"ENTREGADO","Dividir el plato.","24.00","667","6","1"
"2621",3,"ENTREGADO","","30.00","667","28","1"
"2622",2,"ENTREGADO","Sin cebolla, por favor.","56.00","667","1","1"
"2623",2,"ENTREGADO","Agregar salsa extra.","56.00","667","1","1"
"2624",2,"ENTREGADO","Cocinar bien la carne.","14.00","667","23","1"
"2625",1,"ENTREGADO","Usar queso sin lactosa.","30.00","667","15","1"
"2626",1,"ENTREGADO","Poco picante.","25.00","668","2","1"
"2627",1,"ENTREGADO","No añadir mayonesa.","6.00","668","24","1"
"2628",1,"ENTREGADO","Agregar cubiertos adicionales.","21.00","668","4","1"
"2629",1,"ENTREGADO","Sin cebolla, por favor.","25.00","668","2","1"
"2630",1,"ENTREGADO","Servir en dos platos.","36.00","668","12","1"
"2631",4,"ENTREGADO","Con limón aparte.","132.00","669","17","1"
"2632",2,"ENTREGADO","No incluir pan.","60.00","669","15","1"
"2633",2,"ENTREGADO","Preparar como la vez pasada.","40.00","669","5","1"
"2634",1,"ENTREGADO","Cocinar bien la carne.","22.00","669","9","1"
"2635",2,"ENTREGADO","Sin cebolla, por favor.","56.00","669","1","1"
"2636",4,"ENTREGADO","","84.00","670","4","1"
"2637",3,"ENTREGADO","Plato para compartir.","102.00","670","13","1"
"2638",4,"ENTREGADO","Preparar como la vez pasada.","112.00","671","1","1"
"2639",1,"ENTREGADO","Usar queso sin lactosa.","35.00","671","10","1"
"2640",2,"ENTREGADO","Preparar como la vez pasada.","42.00","671","4","1"
"2641",1,"ENTREGADO","Servir bien caliente.","22.00","671","9","1"
"2642",2,"ENTREGADO","Agregar cubiertos adicionales.","46.00","671","8","1"
"2643",3,"ENTREGADO","Evitar ingredientes crudos.","96.00","671","7","1"
"2644",2,"ENTREGADO","Plato para compartir.","44.00","672","3","1"
"2645",1,"ENTREGADO","Poco picante.","21.00","672","4","1"
"2646",1,"ENTREGADO","Sin aderezo.","21.00","672","4","1"
"2647",2,"ENTREGADO","No incluir pan.","64.00","673","7","1"
"2648",1,"ENTREGADO","Poco picante.","20.00","673","27","1"
"2649",2,"ENTREGADO","Agregar cubiertos adicionales.","56.00","673","1","1"
"2650",2,"ENTREGADO","No añadir mayonesa.","36.00","673","21","1"
"2651",1,"ENTREGADO","Sin aderezo.","31.00","674","16","1"
"2652",1,"ENTREGADO","Preparar como la vez pasada.","28.00","674","1","1"
"2653",3,"ENTREGADO","Agregar salsa extra.","96.00","674","7","1"
"2654",2,"ENTREGADO","Preparar como la vez pasada.","56.00","675","1","1"
"2655",1,"ENTREGADO","Poco picante.","21.00","675","4","1"
"2656",1,"ENTREGADO","Poco picante.","35.00","675","10","1"
"2657",1,"ENTREGADO","Agregar cubiertos adicionales.","23.00","675","8","1"
"2658",2,"ENTREGADO","Dividir el plato.","50.00","675","2","1"
"2659",1,"ENTREGADO","Con limón aparte.","34.00","675","13","1"
"2660",3,"ENTREGADO","No añadir mayonesa.","87.00","676","18","1"
