"pedido_id","estado","fecha_hora","notas","total","tenant_id","cuenta_mesa_id"
"1308",True,"2024-07-15 15:11:01.856689","Servir bien caliente.","246","1","1111"
"1309",True,"2024-11-22 14:08:13.675409","No añadir mayonesa.","164","1","1112"
"1310",True,"2024-04-05 20:18:16.639012","Agregar salsa extra.","302","1","1113"
"1311",True,"2024-05-30 14:14:24.285436","Dividir el plato.","73","1","1114"
"1312",True,"2024-04-28 23:55:12.527954","Sin cebolla, por favor.","210","1","1115"
"1313",True,"2023-11-03 22:40:36.484318","","53","1","1116"
"1314",True,"2025-03-14 12:38:29.942836","Agregar salsa extra.","148","1","1117"
"1315",True,"2025-02-07 13:47:54.848206","Agregar salsa extra.","185","1","1118"
"1316",True,"2024-04-12 21:55:32.49402","Servir bien caliente.","411","1","1119"
"1317",True,"2024-12-13 15:26:53.584107","No añadir mayonesa.","194","1","1120"
"1318",True,"2024-12-13 23:06:05.078173","Entrega rápida.","423","1","1121"
"1319",True,"2023-09-01 19:34:33.140977","Sin cebolla, por favor.","158","1","1122"
"1320",True,"2025-03-14 12:50:30.558381","Con limón aparte.","106","1","1123"
"1321",True,"2024-12-20 20:25:35.143147","Con limón aparte.","98","1","1124"
"1322",True,"2024-12-20 20:10:58.15551","No añadir mayonesa.","283","1","1124"
"1323",True,"2025-03-23 13:41:03.20977","No incluir pan.","210","1","1125"
"1324",True,"2024-04-11 20:09:14.826302","Agregar cubiertos adicionales.","123","1","1126"
"1325",True,"2023-06-23 21:28:03.941046","Sin aderezo.","218","1","1127"
"1326",True,"2024-02-09 21:20:00.921104","Servir bien caliente.","87","1","1128"
"1327",True,"2024-02-09 21:27:03.412955","No añadir mayonesa.","188","1","1128"
"1328",True,"2025-03-14 20:12:09.264655","Dividir el plato.","123","1","1129"
"1329",True,"2024-11-01 22:05:00.606425","Sin aderezo.","80","1","1130"
"1330",True,"2024-08-03 13:04:56.043942","Sin aderezo.","268","1","1131"
"1331",True,"2025-01-10 13:34:42.245711","Sin aderezo.","141","1","1132"
"1332",True,"2025-06-02 00:00:00","Poco picante.","133","1","1133"
"1333",True,"2025-06-02 00:00:00","No incluir pan.","124","1","1134"
"1334",True,"2025-06-02 00:00:00","Usar queso sin lactosa.","292","1","1135"
"1335",True,"2025-06-02 00:00:00","Preparar como la vez pasada.","244","1","1135"
"1336",True,"2024-07-12 19:21:09.138507","Dividir el plato.","225","1","1136"
"1337",True,"2024-06-20 20:41:43.339142","Plato para compartir.","227","1","1137"
"1338",True,"2023-09-30 21:34:09.907376","","105","1","1138"
"1339",True,"2023-07-06 22:55:59.85555","Agregar cubiertos adicionales.","103","1","1139"
"1340",True,"2023-07-07 22:58:27.570328","Cocinar bien la carne.","343","1","1140"
"1341",True,"2024-05-23 19:53:15.037655","Agregar cubiertos adicionales.","143","1","1141"
"1342",True,"2024-02-16 23:00:58.681847","Servir bien caliente.","98","1","1142"
"1343",True,"2024-10-18 21:08:33.761605","Agregar cubiertos adicionales.","313","1","1143"
"1344",True,"2024-08-16 22:40:01.405748","Preparar como la vez pasada.","230","1","1144"
"1345",True,"2025-01-24 22:42:08.07377","Agregar cubiertos adicionales.","160","1","1145"
"1346",True,"2025-01-24 22:28:24.260063","Con limón aparte.","249","1","1145"
"1347",True,"2024-08-14 12:57:38.421009","No añadir mayonesa.","110","1","1146"
"1348",True,"2024-08-14 13:19:01.781229","Evitar ingredientes crudos.","134","1","1146"
"1349",True,"2024-04-23 15:16:22.451214","No añadir mayonesa.","257","1","1147"
"1350",True,"2024-07-05 14:39:13.911645","No añadir mayonesa.","91","1","1148"
"1351",True,"2025-04-30 15:08:25.606262","Agregar cubiertos adicionales.","321","1","1149"
"1352",True,"2024-07-15 22:17:37.894604","Servir en dos platos.","275","1","1150"
"1353",True,"2025-03-22 13:46:01.724717","Plato para compartir.","129","1","1151"
"1354",True,"2025-03-22 14:44:17.341785","Usar queso sin lactosa.","348","1","1151"
"1355",True,"2024-07-12 21:08:02.300286","No incluir pan.","329","1","1152"
"1356",True,"2024-12-22 13:45:55.252952","Poco picante.","141","1","1153"
"1357",True,"2024-07-18 13:16:39.803111","Dividir el plato.","46","1","1154"
"1358",True,"2024-08-19 22:19:05.337279","Agregar salsa extra.","135","1","1155"
"1359",True,"2023-09-29 16:34:37.44737","Preparar como la vez pasada.","151","1","1156"
"1360",True,"2025-06-02 00:00:00","Cocinar bien la carne.","140","1","1157"
"1361",True,"2025-04-18 22:46:43.102178","Agregar cubiertos adicionales.","150","1","1158"
"1362",True,"2024-01-19 22:25:08.514882","Sin cebolla, por favor.","214","1","1159"
"1363",True,"2025-05-16 12:43:33.407869","Entrega rápida.","196","1","1160"
"1364",True,"2023-09-22 22:52:21.491597","Con limón aparte.","123","1","1161"
"1365",True,"2025-04-04 15:14:14.405871","Plato para compartir.","178","1","1162"
"1366",True,"2024-07-19 13:51:04.545818","Servir en dos platos.","76","1","1163"
"1367",True,"2023-07-03 15:11:21.770132","Agregar cubiertos adicionales.","114","1","1164"
"1368",True,"2024-05-31 12:27:48.912059","Plato para compartir.","218","1","1165"
"1369",True,"2023-07-28 13:17:14.907314","Poco picante.","198","1","1166"
"1370",True,"2023-12-15 21:54:49.944337","","116","1","1167"
"1371",True,"2023-07-29 20:57:53.599664","","365","1","1168"
"1372",True,"2023-07-29 21:25:58.829515","Con limón aparte.","214","1","1168"
"1373",True,"2023-07-29 21:11:34.64196","Plato para compartir.","224","1","1168"
"1374",True,"2024-07-12 22:11:09.499764","Evitar ingredientes crudos.","81","1","1169"
"1375",True,"2025-05-30 13:58:11.215585","Con limón aparte.","46","1","1170"
"1376",True,"2025-05-30 14:03:43.170072","Agregar salsa extra.","172","1","1170"
"1377",True,"2025-05-09 12:33:35.452397","No incluir pan.","238","1","1171"
"1378",True,"2025-04-18 15:23:29.79414","No incluir pan.","149","1","1172"
"1379",True,"2024-10-04 13:48:24.184304","Dividir el plato.","224","1","1173"
"1380",True,"2024-07-26 12:29:28.073938","No incluir pan.","100","1","1174"
"1381",True,"2024-12-13 15:04:02.068031","Con limón aparte.","124","1","1175"
"1382",True,"2023-09-29 21:38:57.171305","Agregar cubiertos adicionales.","187","1","1176"
"1383",True,"2024-12-07 23:02:35.500899","","247","1","1177"
"1384",True,"2024-12-07 22:11:19.810498","Sin cebolla, por favor.","224","1","1177"
"1385",True,"2025-06-02 00:00:00","Poco picante.","117","1","1178"
"1386",True,"2025-05-02 22:12:52.456021","Dividir el plato.","233","1","1179"
"1387",True,"2025-02-21 22:27:03.800885","Cocinar bien la carne.","156","1","1180"
"1388",True,"2024-09-21 16:16:38.03254","Sin aderezo.","239","1","1181"
"1389",True,"2024-08-29 20:50:22.21862","Poco picante.","210","1","1182"
"1390",True,"2023-07-28 16:58:15.598112","Con limón aparte.","163","1","1183"
"1391",True,"2025-06-02 00:00:00","Poco picante.","120","1","1184"
"1392",True,"2024-05-31 19:36:53.342898","Preparar como la vez pasada.","234","1","1185"
"1393",True,"2024-05-31 20:17:18.558465","Evitar ingredientes crudos.","191","1","1185"
"1394",True,"2024-08-12 22:00:58.764391","Plato para compartir.","70","1","1186"
"1395",True,"2024-08-02 13:23:08.218951","No añadir mayonesa.","124","1","1187"
"1396",True,"2024-08-02 12:37:01.248767","Agregar salsa extra.","57","1","1187"
"1397",True,"2024-08-23 21:39:16.632494","Usar queso sin lactosa.","194","1","1188"
"1398",True,"2024-08-16 20:50:09.01245","Sin aderezo.","275","1","1189"
"1399",True,"2025-02-20 21:01:05.922696","Cocinar bien la carne.","46","1","1190"
"1400",True,"2023-07-26 20:07:56.982824","Usar queso sin lactosa.","79","1","1191"
"1401",True,"2023-07-28 22:16:12.979135","Servir en dos platos.","116","1","1192"
"1402",True,"2025-06-02 00:00:00","","251","1","1193"
"1403",True,"2024-12-28 14:16:35.208445","Entrega rápida.","170","1","1194"
"1404",True,"2023-06-08 14:09:16.478276","Poco picante.","233","1","1195"
"1405",True,"2024-02-16 22:03:32.509","Plato para compartir.","119","1","1196"
"1406",True,"2024-10-09 22:22:09.259371","Poco picante.","301","1","1197"
"1407",True,"2025-06-02 00:00:00","Sin aderezo.","256","1","1198"
"1408",True,"2025-06-02 00:00:00","Usar queso sin lactosa.","120","1","1198"
"1409",True,"2024-07-04 22:05:38.985592","Usar queso sin lactosa.","86","1","1199"
"1410",True,"2024-09-20 13:22:29.253483","Usar queso sin lactosa.","47","1","1200"
"1411",True,"2023-07-06 20:32:37.520027","Servir bien caliente.","194","1","1201"
"1412",True,"2023-07-06 20:52:24.613727","Sin aderezo.","104","1","1201"
"1413",True,"2023-07-06 20:58:52.675186","Poco picante.","74","1","1201"
"1414",True,"2024-09-13 16:26:22.70478","Servir en dos platos.","115","1","1202"
"1415",True,"2024-11-08 16:58:33.191401","Evitar ingredientes crudos.","86","1","1203"
"1416",True,"2024-07-12 21:07:33.587257","No incluir pan.","258","1","1204"
"1417",True,"2023-10-12 20:23:24.939339","Servir bien caliente.","252","1","1205"
"1418",True,"2023-10-12 22:31:36.728449","No añadir mayonesa.","41","1","1205"
"1419",True,"2023-07-02 13:39:28.229382","Agregar salsa extra.","60","1","1206"
"1420",True,"2024-01-25 22:57:42.312903","Preparar como la vez pasada.","344","1","1207"
"1421",True,"2024-08-05 14:39:03.315446","Evitar ingredientes crudos.","310","1","1208"
"1422",True,"2025-06-02 00:00:00","Plato para compartir.","192","1","1209"
"1423",True,"2023-12-22 15:01:09.22852","Poco picante.","156","1","1210"
"1424",True,"2023-09-01 21:47:40.746619","Sin aderezo.","131","1","1211"
"1425",True,"2024-06-04 13:24:10.616478","Con limón aparte.","102","1","1212"
"1426",True,"2024-01-05 16:04:04.104238","Agregar cubiertos adicionales.","242","1","1213"
"1427",True,"2024-08-30 12:49:13.510073","Cocinar bien la carne.","147","1","1214"
"1428",True,"2024-08-30 13:13:10.743291","Sin cebolla, por favor.","161","1","1214"
"1429",True,"2023-12-06 15:26:45.760279","Cocinar bien la carne.","222","1","1215"
"1430",True,"2024-07-05 13:20:14.584397","Preparar como la vez pasada.","118","1","1216"
"1431",True,"2024-07-14 12:43:15.055591","Cocinar bien la carne.","133","1","1217"
"1432",True,"2023-07-07 16:55:20.614084","Usar queso sin lactosa.","79","1","1218"
"1433",True,"2025-06-02 00:00:00","Agregar cubiertos adicionales.","207","1","1219"
"1434",True,"2024-05-21 21:18:20.230411","","348","1","1220"
"1435",True,"2024-08-05 21:14:15.030034","Plato para compartir.","142","1","1221"
"1436",True,"2023-07-23 22:40:14.136353","Con limón aparte.","80","1","1222"
"1437",True,"2023-07-28 15:40:03.798476","Entrega rápida.","43","1","1223"
"1438",True,"2023-07-28 14:46:41.766042","Sin cebolla, por favor.","257","1","1223"
"1439",True,"2025-02-21 14:58:56.972346","Entrega rápida.","114","1","1224"
"1440",True,"2024-01-26 21:18:26.601038","Servir bien caliente.","73","1","1225"
"1441",True,"2024-01-26 21:40:55.566055","Sin aderezo.","175","1","1225"
"1442",True,"2023-08-04 13:37:16.292473","Entrega rápida.","354","1","1226"
"1443",True,"2025-02-14 22:11:37.635095","Agregar cubiertos adicionales.","119","1","1227"
"1444",True,"2025-05-24 13:29:21.194565","Servir bien caliente.","211","1","1228"
"1445",True,"2025-04-04 16:48:39.956645","Preparar como la vez pasada.","333","1","1229"
"1446",True,"2025-05-24 13:51:10.247991","Servir bien caliente.","52","1","1230"
"1447",True,"2024-08-09 22:26:14.609604","No añadir mayonesa.","184","1","1231"
"1448",True,"2025-03-28 14:59:57.154493","Dividir el plato.","94","1","1232"
"1449",True,"2023-08-04 20:18:10.674015","Evitar ingredientes crudos.","143","1","1233"
"1450",True,"2024-06-28 13:44:29.339521","Plato para compartir.","98","1","1234"
"1451",True,"2024-06-28 14:10:56.61746","Con limón aparte.","152","1","1234"
"1452",True,"2025-02-14 17:15:43.417512","Servir bien caliente.","259","1","1235"
"1453",True,"2024-08-12 12:51:39.465522","Sin cebolla, por favor.","209","1","1236"
"1454",True,"2024-08-09 20:37:34.955218","Evitar ingredientes crudos.","199","1","1237"
"1455",True,"2024-03-15 14:23:32.848468","Poco picante.","128","1","1238"
"1456",True,"2025-06-02 00:00:00","Sin aderezo.","117","1","1239"
"1457",True,"2024-02-27 13:08:58.535055","Sin aderezo.","350","1","1240"
"1458",True,"2024-07-26 15:16:51.219499","Sin cebolla, por favor.","107","1","1241"
"1459",True,"2024-08-21 13:46:04.685131","Agregar cubiertos adicionales.","230","1","1242"
"1460",True,"2024-08-21 14:51:22.850275","Dividir el plato.","193","1","1242"
"1461",True,"2025-04-04 20:32:42.069112","No añadir mayonesa.","196","1","1243"
"1462",True,"2025-04-04 20:14:52.441664","Entrega rápida.","227","1","1243"
"1463",True,"2024-02-23 16:32:07.48003","Usar queso sin lactosa.","186","1","1244"
"1464",True,"2024-02-23 16:48:39.089192","Usar queso sin lactosa.","200","1","1244"
"1465",True,"2024-11-08 14:33:21.995438","Sin aderezo.","120","1","1245"
"1466",True,"2024-03-22 14:57:29.123804","Sin aderezo.","183","1","1246"
"1467",True,"2024-07-29 15:32:43.737106","Plato para compartir.","240","1","1247"
"1468",True,"2024-04-19 21:46:14.106684","Usar queso sin lactosa.","245","1","1248"
"1469",True,"2025-04-04 22:52:44.519684","Evitar ingredientes crudos.","134","1","1249"
"1470",True,"2024-12-04 21:29:04.44647","Preparar como la vez pasada.","301","1","1250"
"1471",True,"2024-04-26 16:13:51.120001","Servir bien caliente.","109","1","1251"
"1472",True,"2024-07-19 20:08:38.091398","Evitar ingredientes crudos.","124","1","1252"
"1473",True,"2024-06-06 20:28:03.831646","Poco picante.","55","1","1253"
"1474",True,"2024-06-06 20:48:21.056256","Servir bien caliente.","80","1","1253"
"1475",True,"2024-07-23 22:29:16.805165","Agregar salsa extra.","356","1","1254"
"1476",True,"2024-07-23 21:32:38.631401","Preparar como la vez pasada.","314","1","1254"
"1477",True,"2024-08-09 20:11:23.06366","","324","1","1255"
"1478",True,"2024-08-09 22:02:47.728244","Servir en dos platos.","149","1","1255"
"1479",True,"2023-06-23 22:34:23.606781","Sin aderezo.","213","1","1256"
"1480",True,"2024-08-16 12:34:07.900138","Preparar como la vez pasada.","292","1","1257"
"1481",True,"2024-05-31 14:56:27.840519","Entrega rápida.","88","1","1258"
"1482",True,"2023-07-21 21:34:51.943286","Cocinar bien la carne.","265","1","1259"
"1483",True,"2025-06-02 00:00:00","Con limón aparte.","236","1","1260"
"1484",True,"2024-12-28 22:50:40.325718","Cocinar bien la carne.","163","1","1261"
"1485",True,"2023-07-21 22:43:22.881097","Plato para compartir.","262","1","1262"
"1486",True,"2023-12-01 22:08:28.846982","Usar queso sin lactosa.","299","1","1263"
"1487",True,"2023-08-15 15:18:09.031516","Poco picante.","211","1","1264"
"1488",True,"2025-02-11 21:24:25.171172","Sin aderezo.","180","1","1265"
"1489",True,"2023-12-30 21:13:42.164138","Dividir el plato.","190","1","1266"
"1490",True,"2024-03-16 22:20:15.147444","Agregar cubiertos adicionales.","378","1","1267"
"1491",True,"2024-03-16 21:50:58.234304","Con limón aparte.","311","1","1267"
"1492",True,"2024-03-16 23:24:26.227994","Poco picante.","49","1","1267"
"1493",True,"2025-06-02 00:00:00","Dividir el plato.","258","1","1268"
"1494",True,"2024-05-29 13:55:58.464191","Sin aderezo.","189","1","1269"
"1495",True,"2025-03-08 14:50:35.50351","Preparar como la vez pasada.","113","1","1270"
"1496",True,"2023-09-12 15:21:05.470511","No incluir pan.","65","1","1271"
"1497",True,"2024-02-09 13:55:35.735121","Agregar salsa extra.","363","1","1272"
"1498",True,"2024-02-09 14:28:27.419932","Servir en dos platos.","157","1","1272"
"1499",True,"2024-07-25 23:14:32.41715","","299","1","1273"
"1500",True,"2024-12-24 13:42:25.744488","Plato para compartir.","167","1","1274"
"1501",True,"2024-10-11 15:35:31.025674","Agregar cubiertos adicionales.","128","1","1275"
"1502",True,"2025-02-07 12:52:49.261059","Entrega rápida.","140","1","1276"
"1503",True,"2024-08-04 21:52:33.24617","No incluir pan.","386","1","1277"
"1504",True,"2024-05-22 19:54:18.180274","Evitar ingredientes crudos.","86","1","1278"
"1505",True,"2023-07-07 21:07:19.774546","Sin cebolla, por favor.","155","1","1279"
"1506",True,"2024-08-30 12:59:02.472594","Sin aderezo.","251","1","1280"
"1507",True,"2024-07-26 21:17:46.797876","Entrega rápida.","74","1","1281"
"1508",True,"2023-12-23 15:18:15.222701","Sin cebolla, por favor.","213","1","1282"
"1509",True,"2024-11-15 15:49:38.960245","Cocinar bien la carne.","133","1","1283"
"1510",True,"2023-11-14 15:02:13.911425","Preparar como la vez pasada.","127","1","1284"
"1511",True,"2024-11-22 20:14:44.098998","Usar queso sin lactosa.","174","1","1285"
"1512",True,"2023-07-07 21:17:35.958906","Sin cebolla, por favor.","234","1","1286"
"1513",True,"2023-07-07 19:42:26.492582","","129","1","1286"
"1514",True,"2023-09-01 22:17:27.950554","Agregar cubiertos adicionales.","50","1","1287"
"1515",True,"2023-09-07 14:25:17.140262","Cocinar bien la carne.","155","1","1288"
"1516",True,"2024-08-12 23:30:17.478684","Cocinar bien la carne.","156","1","1289"
"1517",True,"2024-12-27 23:27:54.414853","Servir en dos platos.","117","1","1290"
"1518",True,"2024-06-17 20:54:45.064292","Servir bien caliente.","384","1","1291"
"1519",True,"2024-10-04 14:43:55.353269","Plato para compartir.","216","1","1292"
"1520",True,"2023-12-31 13:57:31.59396","No añadir mayonesa.","257","1","1293"
"1521",True,"2023-08-01 15:17:19.88192","Sin aderezo.","74","1","1294"
"1522",True,"2023-12-09 20:13:01.774413","Servir en dos platos.","165","1","1295"
"1523",True,"2024-09-16 22:53:49.307144","Cocinar bien la carne.","198","1","1296"
"1524",True,"2023-06-16 14:51:52.601213","Poco picante.","279","1","1297"
"1525",True,"2023-06-16 13:52:27.961819","Dividir el plato.","90","1","1297"
"1526",True,"2024-10-25 19:32:40.737195","Servir bien caliente.","135","1","1298"
"1527",True,"2023-12-06 15:40:36.204447","Evitar ingredientes crudos.","113","1","1299"
"1528",True,"2023-10-27 22:27:01.986995","Plato para compartir.","124","1","1300"
"1529",True,"2024-05-05 14:11:16.323129","Sin cebolla, por favor.","159","1","1301"
"1530",True,"2024-08-02 14:10:57.205595","Plato para compartir.","249","1","1302"
"1531",True,"2024-05-10 20:27:49.751897","Dividir el plato.","160","1","1303"
"1532",True,"2024-05-10 20:18:09.01203","Poco picante.","282","1","1303"
"1533",True,"2023-12-22 21:53:33.95649","Dividir el plato.","220","1","1304"
"1534",True,"2023-12-22 20:53:32.809275","Servir bien caliente.","257","1","1304"
"1535",True,"2024-12-27 13:35:00.930312","Preparar como la vez pasada.","134","1","1305"
"1536",True,"2025-01-03 21:24:23.071554","Dividir el plato.","178","1","1306"
"1537",True,"2024-01-05 15:47:26.54117","Plato para compartir.","67","1","1307"
"1538",True,"2023-06-02 13:35:10.368413","","66","1","1308"
"1539",True,"2024-08-26 20:18:13.598913","Sin aderezo.","211","1","1309"
"1540",True,"2024-11-29 15:56:15.230314","Entrega rápida.","183","1","1310"
"1541",True,"2024-08-23 15:30:51.462331","Preparar como la vez pasada.","246","1","1311"
"1542",True,"2023-12-01 21:26:35.845054","Dividir el plato.","106","1","1312"
"1543",True,"2024-06-28 13:10:32.335935","Servir bien caliente.","308","1","1313"
"1544",True,"2024-05-03 15:13:33.619929","Entrega rápida.","136","1","1314"
"1545",True,"2025-06-02 00:00:00","No incluir pan.","260","1","1315"
"1546",True,"2025-06-02 00:00:00","Sin cebolla, por favor.","186","1","1315"
"1547",True,"2025-06-02 00:00:00","No añadir mayonesa.","43","1","1315"
"1548",True,"2024-09-26 20:14:11.583047","Poco picante.","104","1","1316"
"1549",True,"2023-07-14 22:38:21.890223","Con limón aparte.","217","1","1317"
"1550",True,"2023-10-06 13:31:17.313593","Servir bien caliente.","321","1","1318"
"1551",True,"2024-05-07 16:34:28.527437","Preparar como la vez pasada.","237","1","1319"
"1552",True,"2024-11-15 20:38:39.701023","Sin aderezo.","128","1","1320"
"1553",True,"2024-03-01 15:29:42.509407","Cocinar bien la carne.","97","1","1321"
"1554",True,"2024-03-01 14:55:50.113346","No añadir mayonesa.","270","1","1321"
"1555",True,"2024-04-19 15:52:04.517323","Preparar como la vez pasada.","189","1","1322"
"1556",True,"2024-04-19 15:16:32.220091","No incluir pan.","183","1","1322"
"1557",True,"2023-12-01 12:49:15.461309","Entrega rápida.","264","1","1323"
"1558",True,"2023-06-16 12:59:07.983218","Sin cebolla, por favor.","126","1","1324"
"1559",True,"2023-06-16 14:39:50.754271","Con limón aparte.","184","1","1324"
"1560",True,"2023-06-16 14:17:49.420526","No añadir mayonesa.","155","1","1324"
"1561",True,"2024-04-19 13:27:25.343964","Agregar salsa extra.","88","1","1325"
"1562",True,"2024-04-19 13:44:03.923649","Servir en dos platos.","76","1","1325"
"1563",True,"2024-08-07 16:09:11.440647","Sin cebolla, por favor.","89","1","1326"
"1564",True,"2024-08-07 15:02:58.286412","Agregar cubiertos adicionales.","126","1","1326"
"1565",True,"2024-05-24 22:25:29.073996","Servir bien caliente.","179","1","1327"
"1566",True,"2025-05-23 22:34:52.88391","Agregar cubiertos adicionales.","173","1","1328"
"1567",True,"2023-07-08 19:49:53.894841","Preparar como la vez pasada.","290","1","1329"
"1568",True,"2024-09-27 20:41:07.786009","Servir bien caliente.","290","1","1330"
"1569",True,"2023-06-16 16:59:03.979491","Evitar ingredientes crudos.","112","1","1331"
"1570",True,"2024-09-27 20:00:30.398993","Plato para compartir.","123","1","1332"
"1571",True,"2024-08-28 20:41:26.718996","Poco picante.","94","1","1333"
"1572",True,"2024-11-08 15:23:18.371605","Con limón aparte.","182","1","1334"
"1573",True,"2025-02-02 16:02:54.51197","Poco picante.","217","1","1335"
"1574",True,"2023-09-08 15:22:00.610827","Agregar cubiertos adicionales.","184","1","1336"
"1575",True,"2024-07-05 20:20:42.640092","","171","1","1337"
"1576",True,"2023-06-09 20:20:15.064035","Agregar salsa extra.","124","1","1338"
"1577",True,"2024-09-18 13:33:13.747439","Sin cebolla, por favor.","276","1","1339"
"1578",True,"2024-05-01 22:00:34.203532","Evitar ingredientes crudos.","219","1","1340"
"1579",True,"2025-04-17 14:23:54.591673","Plato para compartir.","42","1","1341"
"1580",True,"2024-12-17 20:02:33.580589","Agregar salsa extra.","137","1","1342"
"1581",True,"2024-08-05 22:15:53.565306","Cocinar bien la carne.","320","1","1343"
"1582",True,"2023-07-07 14:36:08.975469","Agregar cubiertos adicionales.","114","1","1344"
"1583",True,"2024-08-21 13:10:14.113897","","203","1","1345"
"1584",True,"2024-08-21 12:54:17.110984","No añadir mayonesa.","212","1","1345"
"1585",True,"2023-06-16 21:48:32.339158","Con limón aparte.","42","1","1346"
"1586",True,"2025-02-09 22:25:40.972558","Sin cebolla, por favor.","50","1","1347"
"1587",True,"2023-12-02 20:13:51.172862","Agregar salsa extra.","112","1","1348"
"1588",True,"2023-12-22 20:14:06.606909","Entrega rápida.","228","1","1349"
"1589",True,"2024-09-20 21:29:25.059014","Evitar ingredientes crudos.","162","1","1350"
"1590",True,"2024-12-13 19:18:54.619513","No incluir pan.","127","1","1351"
"1591",True,"2024-06-01 19:28:12.052751","Sin cebolla, por favor.","288","1","1352"
"1592",True,"2025-03-14 16:50:45.556208","Preparar como la vez pasada.","253","1","1353"
"1593",True,"2025-03-14 16:21:29.584476","Entrega rápida.","318","1","1353"
"1594",True,"2023-07-14 16:30:17.207896","Preparar como la vez pasada.","123","1","1354"
"1595",True,"2024-05-12 19:50:24.719216","Servir bien caliente.","117","1","1355"
"1596",True,"2024-08-18 20:33:43.863243","","197","1","1356"
"1597",True,"2025-05-12 19:38:55.118857","Sin aderezo.","199","1","1357"
"1598",True,"2025-06-02 00:00:00","Servir en dos platos.","219","1","1358"
"1599",True,"2024-03-15 21:59:24.470522","Entrega rápida.","166","1","1359"
"1600",True,"2025-02-21 20:31:07.839427","Usar queso sin lactosa.","131","1","1360"
"1601",True,"2024-12-27 15:34:20.547775","Entrega rápida.","292","1","1361"
"1602",True,"2025-04-25 22:08:22.938101","Agregar cubiertos adicionales.","204","1","1362"
"1603",True,"2023-09-01 14:51:25.450104","Preparar como la vez pasada.","257","1","1363"
"1604",True,"2025-03-07 21:43:22.000003","","205","1","1364"
"1605",True,"2024-12-22 20:49:53.169949","Sin aderezo.","213","1","1365"
"1606",True,"2024-08-12 14:05:44.071148","Dividir el plato.","110","1","1366"
"1607",True,"2024-08-12 14:16:36.734326","Con limón aparte.","181","1","1366"
"1608",True,"2024-12-20 21:51:08.542544","Servir bien caliente.","266","1","1367"
"1609",True,"2025-04-12 22:41:58.848707","Evitar ingredientes crudos.","152","1","1368"
"1610",True,"2024-08-20 14:51:12.604761","No añadir mayonesa.","224","1","1369"
"1611",True,"2024-09-19 13:39:19.748368","No incluir pan.","124","1","1370"
"1612",True,"2024-09-19 12:59:02.107819","Con limón aparte.","205","1","1370"
"1613",True,"2024-09-19 13:52:36.744222","Agregar cubiertos adicionales.","174","1","1370"
"1614",True,"2025-06-02 00:00:00","Poco picante.","78","1","1371"
"1615",True,"2025-02-21 20:00:52.223361","","225","1","1372"
"1616",True,"2023-11-17 13:28:12.499925","Evitar ingredientes crudos.","352","1","1373"
"1617",True,"2024-12-29 20:05:28.529009","Evitar ingredientes crudos.","100","1","1374"
"1618",True,"2024-12-20 16:26:31.431561","Preparar como la vez pasada.","73","1","1375"
"1619",True,"2023-06-09 20:25:12.960376","Preparar como la vez pasada.","204","1","1376"
"1620",True,"2024-02-23 23:04:25.482204","Usar queso sin lactosa.","265","1","1377"
"1621",True,"2024-08-30 15:19:28.794368","No incluir pan.","103","1","1378"
"1622",True,"2024-06-14 22:02:05.259539","Evitar ingredientes crudos.","180","1","1379"
"1623",True,"2024-02-25 12:55:25.641776","No añadir mayonesa.","188","1","1380"
"1624",True,"2024-12-11 22:14:10.204342","Agregar cubiertos adicionales.","49","1","1381"
"1625",True,"2024-05-17 20:20:29.748738","Sin aderezo.","152","1","1382"
"1626",True,"2023-08-03 21:33:54.266188","Poco picante.","226","1","1383"
"1627",True,"2024-09-30 14:52:41.013388","Agregar salsa extra.","234","1","1384"
"1628",True,"2024-07-20 20:50:49.006456","Entrega rápida.","251","1","1385"
"1629",True,"2024-08-02 21:15:22.579209","No incluir pan.","145","1","1386"
"1630",True,"2024-10-10 20:37:59.422019","Servir bien caliente.","305","1","1387"
"1631",True,"2024-12-19 22:35:47.383587","No incluir pan.","272","1","1388"
"1632",True,"2024-11-19 15:15:49.069906","Dividir el plato.","260","1","1389"
"1633",True,"2024-03-08 23:36:35.905882","No incluir pan.","267","1","1390"
"1634",True,"2025-06-02 00:00:00","Sin cebolla, por favor.","222","1","1391"
"1635",True,"2023-12-01 21:16:48.273682","Con limón aparte.","161","1","1392"
"1636",True,"2024-07-22 22:50:21.563829","No añadir mayonesa.","152","1","1393"
"1637",True,"2024-07-22 22:07:06.070007","Agregar cubiertos adicionales.","57","1","1393"
"1638",True,"2024-08-23 13:08:01.596963","Evitar ingredientes crudos.","297","1","1394"
"1639",True,"2025-02-07 20:29:01.51177","Poco picante.","164","1","1395"
"1640",True,"2025-01-25 20:28:58.074424","No incluir pan.","169","1","1396"
"1641",True,"2024-05-03 22:30:43.469084","No incluir pan.","201","1","1397"
"1642",True,"2025-03-07 13:35:02.926596","Servir en dos platos.","42","1","1398"
"1643",True,"2024-08-25 22:00:14.863111","Plato para compartir.","237","1","1399"
"1644",True,"2023-12-17 14:11:06.018605","Sin aderezo.","283","1","1400"
"1645",True,"2025-05-09 21:28:49.932203","Servir en dos platos.","283","1","1401"
"1646",True,"2023-12-10 20:22:55.349503","Entrega rápida.","54","1","1402"
"1647",True,"2024-09-27 14:31:44.618109","","204","1","1403"
