"cuenta_mesa_id","created_at","estado","fecha_hora_fin","fecha_hora_ini","monto_total","num_comensales","updated_at","cliente_id","mesa_id","tenant_id"
"630","2024-06-14 21:21:00","CERRADA","2024-06-14 23:55:39.206686","2024-06-14 21:21:00","503.00",5,"2024-06-14 23:55:39.206686","116","3","1"
"631","2023-07-07 19:29:00","CERRADA","2023-07-07 22:10:29.51709","2023-07-07 19:29:00","203.00",8,"2023-07-07 22:10:29.51709","1","8","1"
"632","2024-11-08 12:20:00","CERRADA","2024-11-08 14:26:44.278993","2024-11-08 12:20:00","303.00",3,"2024-11-08 14:26:44.278993","180","10","1"
"633","2024-07-19 13:35:00","CERRADA","2024-07-19 14:54:04.946085","2024-07-19 13:35:00","224.00",8,"2024-07-19 14:54:04.946085","156","9","1"
"634","2025-05-16 19:36:00","CERRADA","2025-05-16 22:10:28.752748","2025-05-16 19:36:00","523.00",4,"2025-05-16 22:10:28.752748","35","6","1"
"635","2025-05-30 20:38:00","CERRADA","2025-05-30 22:33:32.940727","2025-05-30 20:38:00","172.00",2,"2025-05-30 22:33:32.940727","122","3","1"
"636","2024-07-26 20:49:00","CERRADA","2024-07-26 23:27:23.033247","2024-07-26 20:49:00","332.00",5,"2024-07-26 23:27:23.033247","229","3","1"
"637","2023-10-22 21:51:00","CERRADA","2023-10-22 22:51:01.327251","2023-10-22 21:51:00","173.00",4,"2023-10-22 22:51:01.327251","33","2","1"
"638","2024-07-05 13:43:00","CERRADA","2024-07-05 16:28:17.462539","2024-07-05 13:43:00","228.00",5,"2024-07-05 16:28:17.462539","78","8","1"
"639","2024-05-19 20:32:00","CERRADA","2024-05-19 22:20:30.221396","2024-05-19 20:32:00","88.00",7,"2024-05-19 22:20:30.221396","157","15","1"
"640","2024-12-15 20:52:00","CERRADA","2024-12-15 23:49:26.612854","2024-12-15 20:52:00","147.00",6,"2024-12-15 23:49:26.612854","152","1","1"
"641","2024-02-02 21:20:00","CERRADA","2024-02-02 23:45:24.770292","2024-02-02 21:20:00","222.00",1,"2024-02-02 23:45:24.770292","146","14","1"
"642","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","139.00",4,"2025-06-02 00:00:00","224","9","1"
"643","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","152.00",5,"2025-06-02 00:00:00","1","3","1"
"644","2023-10-20 19:57:00","CERRADA","2023-10-20 22:31:40.284657","2023-10-20 19:57:00","138.00",2,"2023-10-20 22:31:40.284657","225","3","1"
"645","2024-09-13 19:24:00","CERRADA","2024-09-13 21:06:38.21206","2024-09-13 19:24:00","104.00",3,"2024-09-13 21:06:38.21206","219","10","1"
"646","2024-12-30 20:23:00","CERRADA","2024-12-30 21:27:00.925508","2024-12-30 20:23:00","521.00",8,"2024-12-30 21:27:00.925508","5","10","1"
"647","2023-09-29 12:09:00","CERRADA","2023-09-29 14:36:37.33538","2023-09-29 12:09:00","134.00",6,"2023-09-29 14:36:37.33538","249","12","1"
"648","2024-08-18 21:47:00","CERRADA","2024-08-19 00:06:38.905962","2024-08-18 21:47:00","285.00",2,"2024-08-19 00:06:38.905962","145","8","1"
"649","2025-02-21 12:30:00","CERRADA","2025-02-21 14:24:29.050357","2025-02-21 12:30:00","229.00",5,"2025-02-21 14:24:29.050357","278","13","1"
"650","2024-08-09 14:18:00","CERRADA","2024-08-09 15:38:06.058772","2024-08-09 14:18:00","236.00",6,"2024-08-09 15:38:06.058772","1","10","1"
"651","2023-08-03 20:03:00","CERRADA","2023-08-03 22:21:45.503182","2023-08-03 20:03:00","202.00",5,"2023-08-03 22:21:45.503182","157","12","1"
"652","2023-08-25 14:16:00","CERRADA","2023-08-25 15:31:54.279092","2023-08-25 14:16:00","530.00",8,"2023-08-25 15:31:54.279092","15","5","1"
"653","2025-02-14 13:42:00","CERRADA","2025-02-14 15:35:35.902807","2025-02-14 13:42:00","187.00",2,"2025-02-14 15:35:35.902807","133","1","1"
"654","2024-10-11 12:21:00","CERRADA","2024-10-11 15:19:05.315935","2024-10-11 12:21:00","184.00",4,"2024-10-11 15:19:05.315935","1","5","1"
"655","2024-10-21 19:15:00","CERRADA","2024-10-21 21:34:16.804478","2024-10-21 19:15:00","277.00",3,"2024-10-21 21:34:16.804478","1","10","1"
"656","2023-07-27 12:03:00","CERRADA","2023-07-27 13:23:06.722857","2023-07-27 12:03:00","272.00",6,"2023-07-27 13:23:06.722857","87","4","1"
"657","2024-06-24 14:09:00","CERRADA","2024-06-24 16:12:39.183355","2024-06-24 14:09:00","100.00",4,"2024-06-24 16:12:39.183355","156","8","1"
"658","2024-06-27 21:02:00","CERRADA","2024-06-27 22:13:41.023109","2024-06-27 21:02:00","166.00",8,"2024-06-27 22:13:41.023109","149","15","1"
"659","2025-02-16 14:17:00","CERRADA","2025-02-16 15:49:03.032273","2025-02-16 14:17:00","170.00",7,"2025-02-16 15:49:03.032273","183","14","1"
"660","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","121.00",4,"2025-06-02 00:00:00","202","8","1"
"661","2023-08-11 12:43:00","CERRADA","2023-08-11 14:36:30.783864","2023-08-11 12:43:00","322.00",1,"2023-08-11 14:36:30.783864","7","11","1"
"662","2023-07-07 20:42:00","CERRADA","2023-07-07 23:29:16.562142","2023-07-07 20:42:00","105.00",4,"2023-07-07 23:29:16.562142","147","5","1"
"663","2023-08-29 21:48:00","CERRADA","2023-08-30 00:35:59.259949","2023-08-29 21:48:00","266.00",2,"2023-08-30 00:35:59.259949","64","12","1"
"664","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","241.00",2,"2025-06-02 00:00:00","96","15","1"
"665","2025-05-10 14:16:00","CERRADA","2025-05-10 15:35:26.155428","2025-05-10 14:16:00","415.00",7,"2025-05-10 15:35:26.155428","1","13","1"
"666","2024-08-07 13:28:00","CERRADA","2024-08-07 14:36:19.669066","2024-08-07 13:28:00","200.00",7,"2024-08-07 14:36:19.669066","33","7","1"
"667","2023-12-01 20:49:00","CERRADA","2023-12-01 22:40:45.02575","2023-12-01 20:49:00","376.00",7,"2023-12-01 22:40:45.02575","1","4","1"
"668","2024-12-23 21:16:00","CERRADA","2024-12-23 23:49:16.10759","2024-12-23 21:16:00","334.00",8,"2024-12-23 23:49:16.10759","56","15","1"
"669","2023-07-10 21:21:00","CERRADA","2023-07-11 00:09:33.246313","2023-07-10 21:21:00","109.00",1,"2023-07-11 00:09:33.246313","256","3","1"
"670","2024-10-04 12:34:00","CERRADA","2024-10-04 14:01:06.097262","2024-10-04 12:34:00","89.00",8,"2024-10-04 14:01:06.097262","265","12","1"
"671","2024-05-08 21:41:00","CERRADA","2024-05-08 22:51:52.802219","2024-05-08 21:41:00","197.00",6,"2024-05-08 22:51:52.802219","248","2","1"
"672","2024-07-24 19:42:00","CERRADA","2024-07-24 21:04:55.222759","2024-07-24 19:42:00","187.00",8,"2024-07-24 21:04:55.222759","176","2","1"
"673","2024-10-18 21:12:00","CERRADA","2024-10-18 22:28:47.589253","2024-10-18 21:12:00","334.00",6,"2024-10-18 22:28:47.589253","56","11","1"
"674","2023-08-05 19:34:00","CERRADA","2023-08-05 22:29:47.667691","2023-08-05 19:34:00","295.00",7,"2023-08-05 22:29:47.667691","124","8","1"
"675","2024-05-17 12:25:00","CERRADA","2024-05-17 13:39:10.947183","2024-05-17 12:25:00","133.00",1,"2024-05-17 13:39:10.947183","1","1","1"
"676","2025-04-26 21:37:00","CERRADA","2025-04-26 23:04:57.496751","2025-04-26 21:37:00","96.00",8,"2025-04-26 23:04:57.496751","1","11","1"
"677","2024-09-26 13:44:00","CERRADA","2024-09-26 16:01:51.262218","2024-09-26 13:44:00","283.00",1,"2024-09-26 16:01:51.262218","74","8","1"
"678","2023-12-15 12:52:00","CERRADA","2023-12-15 15:30:05.786843","2023-12-15 12:52:00","162.00",5,"2023-12-15 15:30:05.786843","27","15","1"
"679","2024-08-16 21:43:00","CERRADA","2024-08-16 23:31:14.461995","2024-08-16 21:43:00","188.00",4,"2024-08-16 23:31:14.461995","114","2","1"
"680","2024-04-26 12:37:00","CERRADA","2024-04-26 13:57:48.823071","2024-04-26 12:37:00","344.00",3,"2024-04-26 13:57:48.823071","296","9","1"
"681","2023-11-21 19:15:00","CERRADA","2023-11-21 22:06:04.86382","2023-11-21 19:15:00","313.00",7,"2023-11-21 22:06:04.86382","142","3","1"
"682","2023-11-10 12:00:00","CERRADA","2023-11-10 13:21:31.772564","2023-11-10 12:00:00","166.00",7,"2023-11-10 13:21:31.772564","53","13","1"
"683","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","103.00",8,"2025-06-02 00:00:00","147","7","1"
"684","2025-02-07 12:40:00","CERRADA","2025-02-07 15:19:10.681907","2025-02-07 12:40:00","110.00",1,"2025-02-07 15:19:10.681907","1","10","1"
"685","2023-12-15 12:39:00","CERRADA","2023-12-15 14:22:25.689393","2023-12-15 12:39:00","367.00",4,"2023-12-15 14:22:25.689393","216","1","1"
"686","2024-09-19 14:03:00","CERRADA","2024-09-19 15:26:14.77675","2024-09-19 14:03:00","471.00",4,"2024-09-19 15:26:14.77675","1","9","1"
"687","2024-10-25 12:03:00","CERRADA","2024-10-25 14:20:22.998023","2024-10-25 12:03:00","127.00",8,"2024-10-25 14:20:22.998023","1","11","1"
"688","2025-02-22 12:06:00","CERRADA","2025-02-22 14:34:51.001571","2025-02-22 12:06:00","307.00",6,"2025-02-22 14:34:51.001571","224","5","1"
"689","2023-07-07 13:46:00","CERRADA","2023-07-07 15:39:22.710428","2023-07-07 13:46:00","110.00",3,"2023-07-07 15:39:22.710428","1","3","1"
"690","2024-01-23 12:15:00","CERRADA","2024-01-23 14:43:31.784635","2024-01-23 12:15:00","229.00",6,"2024-01-23 14:43:31.784635","216","4","1"
"691","2023-08-18 19:09:00","CERRADA","2023-08-18 20:34:56.389167","2023-08-18 19:09:00","220.00",4,"2023-08-18 20:34:56.389167","1","7","1"
"692","2023-08-20 14:12:00","CERRADA","2023-08-20 15:52:18.417627","2023-08-20 14:12:00","386.00",6,"2023-08-20 15:52:18.417627","93","7","1"
"693","2023-10-20 19:10:00","CERRADA","2023-10-20 21:41:14.444998","2023-10-20 19:10:00","88.00",5,"2023-10-20 21:41:14.444998","293","1","1"
"694","2025-03-16 20:35:00","CERRADA","2025-03-16 23:17:36.028957","2025-03-16 20:35:00","96.00",3,"2025-03-16 23:17:36.028957","153","10","1"
"695","2025-01-31 12:46:00","CERRADA","2025-01-31 14:37:22.394639","2025-01-31 12:46:00","120.00",4,"2025-01-31 14:37:22.394639","269","8","1"
"696","2024-08-23 20:09:00","CERRADA","2024-08-23 22:58:39.03399","2024-08-23 20:09:00","84.00",6,"2024-08-23 22:58:39.03399","1","4","1"
"697","2023-07-13 20:02:00","CERRADA","2023-07-13 21:53:05.023034","2023-07-13 20:02:00","164.00",1,"2023-07-13 21:53:05.023034","1","7","1"
"698","2024-02-09 21:46:00","CERRADA","2024-02-09 23:34:47.650181","2024-02-09 21:46:00","502.00",8,"2024-02-09 23:34:47.650181","52","8","1"
"699","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","43.00",4,"2025-06-02 00:00:00","185","5","1"
"700","2024-12-13 19:11:00","CERRADA","2024-12-13 21:45:46.982732","2024-12-13 19:11:00","280.00",1,"2024-12-13 21:45:46.982732","1","12","1"
"701","2025-03-07 14:33:00","CERRADA","2025-03-07 15:36:55.542063","2025-03-07 14:33:00","82.00",1,"2025-03-07 15:36:55.542063","239","12","1"
"702","2025-05-09 21:59:00","CERRADA","2025-05-09 23:05:34.644062","2025-05-09 21:59:00","132.00",4,"2025-05-09 23:05:34.644062","140","12","1"
"703","2023-07-28 20:02:00","CERRADA","2023-07-28 21:45:52.112237","2023-07-28 20:02:00","98.00",6,"2023-07-28 21:45:52.112237","1","11","1"
"704","2024-12-27 14:15:00","CERRADA","2024-12-27 16:19:45.363549","2024-12-27 14:15:00","141.00",2,"2024-12-27 16:19:45.363549","288","12","1"
"705","2024-01-19 20:43:00","CERRADA","2024-01-19 22:33:45.089701","2024-01-19 20:43:00","96.00",4,"2024-01-19 22:33:45.089701","299","14","1"
"706","2024-10-11 19:45:00","CERRADA","2024-10-11 21:48:49.712248","2024-10-11 19:45:00","252.00",8,"2024-10-11 21:48:49.712248","192","6","1"
"707","2024-09-06 21:51:00","CERRADA","2024-09-07 00:48:22.208001","2024-09-06 21:51:00","102.00",5,"2024-09-07 00:48:22.208001","1","15","1"
"708","2023-09-01 14:04:00","CERRADA","2023-09-01 15:17:07.427428","2023-09-01 14:04:00","217.00",8,"2023-09-01 15:17:07.427428","1","4","1"
"709","2023-12-29 14:26:00","CERRADA","2023-12-29 17:22:20.93716","2023-12-29 14:26:00","304.00",3,"2023-12-29 17:22:20.93716","77","8","1"
"710","2024-08-09 14:12:00","CERRADA","2024-08-09 15:19:33.236462","2024-08-09 14:12:00","185.00",6,"2024-08-09 15:19:33.236462","69","8","1"
"711","2024-08-02 14:31:00","CERRADA","2024-08-02 16:42:12.172236","2024-08-02 14:31:00","266.00",6,"2024-08-02 16:42:12.172236","1","4","1"
"712","2024-04-12 14:10:00","CERRADA","2024-04-12 16:44:42.727482","2024-04-12 14:10:00","202.00",8,"2024-04-12 16:44:42.727482","282","8","1"
"713","2023-11-03 13:39:00","CERRADA","2023-11-03 16:29:53.747812","2023-11-03 13:39:00","165.00",1,"2023-11-03 16:29:53.747812","192","5","1"
"714","2025-05-27 13:10:00","CERRADA","2025-05-27 14:38:32.918336","2025-05-27 13:10:00","112.00",3,"2025-05-27 14:38:32.918336","148","3","1"
"715","2024-08-30 20:45:00","CERRADA","2024-08-30 21:49:09.761438","2024-08-30 20:45:00","50.00",3,"2024-08-30 21:49:09.761438","164","10","1"
"716","2024-08-06 12:58:00","CERRADA","2024-08-06 14:00:59.461477","2024-08-06 12:58:00","132.00",6,"2024-08-06 14:00:59.461477","178","3","1"
"717","2024-12-13 20:32:00","CERRADA","2024-12-13 22:11:45.220652","2024-12-13 20:32:00","55.00",3,"2024-12-13 22:11:45.220652","1","13","1"
"718","2025-01-09 21:58:00","CERRADA","2025-01-10 00:48:40.503132","2025-01-09 21:58:00","69.00",5,"2025-01-10 00:48:40.503132","244","15","1"
"719","2023-07-14 14:01:00","CERRADA","2023-07-14 15:49:11.735438","2023-07-14 14:01:00","259.00",8,"2023-07-14 15:49:11.735438","59","12","1"
"720","2023-09-08 13:37:00","CERRADA","2023-09-08 15:40:10.323663","2023-09-08 13:37:00","209.00",6,"2023-09-08 15:40:10.323663","1","8","1"
"721","2023-12-22 19:43:00","CERRADA","2023-12-22 22:03:35.215989","2023-12-22 19:43:00","170.00",5,"2023-12-22 22:03:35.215989","1","13","1"
"722","2024-10-18 12:58:00","CERRADA","2024-10-18 15:18:00.717975","2024-10-18 12:58:00","264.00",4,"2024-10-18 15:18:00.717975","264","7","1"
"723","2024-06-21 14:28:00","CERRADA","2024-06-21 17:12:54.972498","2024-06-21 14:28:00","248.00",7,"2024-06-21 17:12:54.972498","220","6","1"
"724","2024-08-30 19:46:00","CERRADA","2024-08-30 22:33:34.287551","2024-08-30 19:46:00","157.00",7,"2024-08-30 22:33:34.287551","229","12","1"
"725","2024-04-12 14:04:00","CERRADA","2024-04-12 16:55:58.701569","2024-04-12 14:04:00","198.00",4,"2024-04-12 16:55:58.701569","46","3","1"
"726","2024-07-25 13:35:00","CERRADA","2024-07-25 15:30:27.263745","2024-07-25 13:35:00","306.00",1,"2024-07-25 15:30:27.263745","194","2","1"
"727","2024-06-28 14:53:00","CERRADA","2024-06-28 17:03:13.499431","2024-06-28 14:53:00","129.00",3,"2024-06-28 17:03:13.499431","72","4","1"
"728","2023-06-09 21:53:00","CERRADA","2023-06-10 00:09:23.237983","2023-06-09 21:53:00","181.00",1,"2023-06-10 00:09:23.237983","239","4","1"
"729","2024-10-17 12:07:00","CERRADA","2024-10-17 14:38:45.972162","2024-10-17 12:07:00","258.00",3,"2024-10-17 14:38:45.972162","149","7","1"
"730","2025-01-17 14:40:00","CERRADA","2025-01-17 17:02:18.57242","2025-01-17 14:40:00","78.00",6,"2025-01-17 17:02:18.57242","36","10","1"
"731","2024-06-21 14:10:00","CERRADA","2024-06-21 16:19:47.912378","2024-06-21 14:10:00","261.00",2,"2024-06-21 16:19:47.912378","1","14","1"
"732","2024-08-07 21:58:00","CERRADA","2024-08-08 00:52:37.125783","2024-08-07 21:58:00","70.00",3,"2024-08-08 00:52:37.125783","238","15","1"
"733","2024-11-15 12:38:00","CERRADA","2024-11-15 15:08:18.925247","2024-11-15 12:38:00","238.00",2,"2024-11-15 15:08:18.925247","151","9","1"
"734","2024-03-05 12:34:00","CERRADA","2024-03-05 14:43:36.335819","2024-03-05 12:34:00","118.00",5,"2024-03-05 14:43:36.335819","163","14","1"
"735","2024-11-15 19:21:00","CERRADA","2024-11-15 22:11:30.533118","2024-11-15 19:21:00","220.00",3,"2024-11-15 22:11:30.533118","1","1","1"
"736","2023-12-11 21:53:00","CERRADA","2023-12-12 00:47:17.965539","2023-12-11 21:53:00","356.00",4,"2023-12-12 00:47:17.965539","113","3","1"
"737","2024-08-02 13:59:00","CERRADA","2024-08-02 15:01:05.131675","2024-08-02 13:59:00","87.00",2,"2024-08-02 15:01:05.131675","1","12","1"
"738","2025-02-07 13:45:00","CERRADA","2025-02-07 15:21:33.726666","2025-02-07 13:45:00","160.00",8,"2025-02-07 15:21:33.726666","187","3","1"
"739","2023-07-11 14:08:00","CERRADA","2023-07-11 15:33:10.855247","2023-07-11 14:08:00","88.00",4,"2023-07-11 15:33:10.855247","1","2","1"
"740","2023-08-25 19:02:00","CERRADA","2023-08-25 20:25:33.727146","2023-08-25 19:02:00","228.00",2,"2023-08-25 20:25:33.727146","1","7","1"
"741","2024-07-27 14:42:00","CERRADA","2024-07-27 15:43:13.961257","2024-07-27 14:42:00","240.00",1,"2024-07-27 15:43:13.961257","264","10","1"
"742","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","471.00",4,"2025-06-02 00:00:00","65","15","1"
"743","2024-05-31 21:39:00","CERRADA","2024-05-31 23:08:01.12216","2024-05-31 21:39:00","91.00",6,"2024-05-31 23:08:01.12216","1","5","1"
"744","2024-08-29 13:57:00","CERRADA","2024-08-29 16:27:28.928672","2024-08-29 13:57:00","234.00",1,"2024-08-29 16:27:28.928672","52","14","1"
"745","2024-10-30 21:37:00","CERRADA","2024-10-30 22:59:12.905608","2024-10-30 21:37:00","60.00",4,"2024-10-30 22:59:12.905608","52","15","1"
"746","2024-06-28 19:07:00","CERRADA","2024-06-28 21:38:22.148015","2024-06-28 19:07:00","102.00",6,"2024-06-28 21:38:22.148015","56","3","1"
"747","2024-10-21 20:46:00","CERRADA","2024-10-21 21:50:52.381655","2024-10-21 20:46:00","190.00",3,"2024-10-21 21:50:52.381655","240","2","1"
"748","2024-09-11 19:14:00","CERRADA","2024-09-11 21:20:28.194416","2024-09-11 19:14:00","139.00",5,"2024-09-11 21:20:28.194416","61","7","1"
"749","2024-10-01 12:43:00","CERRADA","2024-10-01 14:41:59.86829","2024-10-01 12:43:00","96.00",2,"2024-10-01 14:41:59.86829","221","4","1"
"750","2023-10-06 20:06:00","CERRADA","2023-10-06 22:34:58.311549","2023-10-06 20:06:00","104.00",2,"2023-10-06 22:34:58.311549","226","9","1"
"751","2024-06-08 20:54:00","CERRADA","2024-06-08 23:52:52.761494","2024-06-08 20:54:00","204.00",2,"2024-06-08 23:52:52.761494","1","3","1"
"752","2024-03-13 20:17:00","CERRADA","2024-03-13 22:47:45.381195","2024-03-13 20:17:00","219.00",8,"2024-03-13 22:47:45.381195","219","12","1"
"753","2024-10-01 19:32:00","CERRADA","2024-10-01 21:05:28.012559","2024-10-01 19:32:00","223.00",6,"2024-10-01 21:05:28.012559","1","7","1"
"754","2024-07-16 12:06:00","CERRADA","2024-07-16 14:34:32.148163","2024-07-16 12:06:00","177.00",2,"2024-07-16 14:34:32.148163","1","2","1"
"755","2023-12-08 13:19:00","CERRADA","2023-12-08 15:33:38.160683","2023-12-08 13:19:00","228.00",1,"2023-12-08 15:33:38.160683","1","8","1"
"756","2024-09-27 19:32:00","CERRADA","2024-09-27 21:03:23.989971","2024-09-27 19:32:00","111.00",8,"2024-09-27 21:03:23.989971","41","11","1"
"757","2023-07-04 12:24:00","CERRADA","2023-07-04 14:18:00.831738","2023-07-04 12:24:00","258.00",1,"2023-07-04 14:18:00.831738","278","9","1"
"758","2023-07-14 14:56:00","CERRADA","2023-07-14 17:20:43.626267","2023-07-14 14:56:00","213.00",8,"2023-07-14 17:20:43.626267","1","8","1"
"759","2024-10-13 19:42:00","CERRADA","2024-10-13 21:48:27.244071","2024-10-13 19:42:00","168.00",7,"2024-10-13 21:48:27.244071","70","5","1"
"760","2024-12-01 19:39:00","CERRADA","2024-12-01 22:00:10.712043","2024-12-01 19:39:00","266.00",3,"2024-12-01 22:00:10.712043","242","8","1"
"761","2023-08-04 14:22:00","CERRADA","2023-08-04 16:59:08.784678","2023-08-04 14:22:00","67.00",6,"2023-08-04 16:59:08.784678","1","5","1"
"762","2024-08-16 14:03:00","CERRADA","2024-08-16 16:22:20.928042","2024-08-16 14:03:00","306.00",2,"2024-08-16 16:22:20.928042","176","7","1"
"763","2025-05-09 14:10:00","CERRADA","2025-05-09 15:12:21.926329","2025-05-09 14:10:00","198.00",2,"2025-05-09 15:12:21.926329","161","10","1"
"764","2025-01-03 12:44:00","CERRADA","2025-01-03 14:40:21.839289","2025-01-03 12:44:00","157.00",7,"2025-01-03 14:40:21.839289","237","11","1"
"765","2024-05-03 12:44:00","CERRADA","2024-05-03 15:05:00.801326","2024-05-03 12:44:00","112.00",7,"2024-05-03 15:05:00.801326","164","7","1"
"766","2023-11-19 19:12:00","CERRADA","2023-11-19 21:11:38.052322","2023-11-19 19:12:00","211.00",6,"2023-11-19 21:11:38.052322","259","13","1"
"767","2024-12-06 14:36:00","CERRADA","2024-12-06 16:24:14.596936","2024-12-06 14:36:00","264.00",2,"2024-12-06 16:24:14.596936","1","13","1"
"768","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","712.00",2,"2025-06-02 00:00:00","49","12","1"
"769","2024-10-30 20:20:00","CERRADA","2024-10-30 21:44:00.554295","2024-10-30 20:20:00","179.00",5,"2024-10-30 21:44:00.554295","1","11","1"
"770","2023-06-21 13:36:00","CERRADA","2023-06-21 15:35:54.266146","2023-06-21 13:36:00","259.00",3,"2023-06-21 15:35:54.266146","265","8","1"
"771","2025-06-02 00:00:00","CERRADA","2025-06-02 00:00:00","2025-06-02 00:00:00","42.00",7,"2025-06-02 00:00:00","241","5","1"
"772","2024-07-26 12:40:00","CERRADA","2024-07-26 14:04:25.617899","2024-07-26 12:40:00","142.00",7,"2024-07-26 14:04:25.617899","155","14","1"
"773","2024-07-19 12:09:00","CERRADA","2024-07-19 13:32:01.795283","2024-07-19 12:09:00","97.00",3,"2024-07-19 13:32:01.795283","148","11","1"
"774","2024-12-26 12:12:00","CERRADA","2024-12-26 13:31:07.381118","2024-12-26 12:12:00","168.00",8,"2024-12-26 13:31:07.381118","160","8","1"
"775","2025-04-11 12:46:00","CERRADA","2025-04-11 14:44:18.062152","2025-04-11 12:46:00","163.00",5,"2025-04-11 14:44:18.062152","134","13","1"
"776","2023-08-06 14:42:00","CERRADA","2023-08-06 17:00:53.500343","2023-08-06 14:42:00","470.00",5,"2023-08-06 17:00:53.500343","44","6","1"
"777","2025-01-06 20:42:00","CERRADA","2025-01-06 23:21:28.667395","2025-01-06 20:42:00","490.00",2,"2025-01-06 23:21:28.667395","73","4","1"
"778","2024-07-22 14:21:00","CERRADA","2024-07-22 17:00:52.805989","2024-07-22 14:21:00","246.00",5,"2024-07-22 17:00:52.805989","1","15","1"
"779","2024-08-12 19:26:00","CERRADA","2024-08-12 20:56:31.002627","2024-08-12 19:26:00","147.00",7,"2024-08-12 20:56:31.002627","122","15","1"
"780","2025-05-18 19:30:00","CERRADA","2025-05-18 21:51:55.716822","2025-05-18 19:30:00","327.00",6,"2025-05-18 21:51:55.716822","253","9","1"
"781","2024-06-07 14:01:00","CERRADA","2024-06-07 16:18:26.862636","2024-06-07 14:01:00","183.00",3,"2024-06-07 16:18:26.862636","1","15","1"
"782","2025-05-09 14:35:00","CERRADA","2025-05-09 16:21:09.76953","2025-05-09 14:35:00","69.00",1,"2025-05-09 16:21:09.76953","1","1","1"
"783","2024-11-30 19:00:00","CERRADA","2024-11-30 21:49:10.48152","2024-11-30 19:00:00","261.00",2,"2024-11-30 21:49:10.48152","187","15","1"
"784","2024-02-02 13:58:00","CERRADA","2024-02-02 15:50:39.690104","2024-02-02 13:58:00","101.00",2,"2024-02-02 15:50:39.690104","132","5","1"
"785","2024-03-08 19:30:00","CERRADA","2024-03-08 21:58:25.982159","2024-03-08 19:30:00","173.00",1,"2024-03-08 21:58:25.982159","210","13","1"
"786","2023-09-12 20:04:00","CERRADA","2023-09-12 21:46:13.365695","2023-09-12 20:04:00","167.00",7,"2023-09-12 21:46:13.365695","1","6","1"
"787","2024-09-08 21:41:00","CERRADA","2024-09-08 23:03:02.92528","2024-09-08 21:41:00","187.00",6,"2024-09-08 23:03:02.92528","282","12","1"
"788","2023-12-23 12:07:00","CERRADA","2023-12-23 13:25:56.321564","2023-12-23 12:07:00","141.00",7,"2023-12-23 13:25:56.321564","71","1","1"
"789","2024-04-26 13:16:00","CERRADA","2024-04-26 14:36:49.048985","2024-04-26 13:16:00","232.00",7,"2024-04-26 14:36:49.048985","68","14","1"
"790","2023-12-22 19:56:00","CERRADA","2023-12-22 21:41:16.704205","2023-12-22 19:56:00","130.00",5,"2023-12-22 21:41:16.704205","169","13","1"
"791","2023-06-23 21:39:00","CERRADA","2023-06-23 23:54:11.716974","2023-06-23 21:39:00","191.00",4,"2023-06-23 23:54:11.716974","1","10","1"
"792","2024-08-25 20:27:00","CERRADA","2024-08-25 22:39:02.827663","2024-08-25 20:27:00","85.00",4,"2024-08-25 22:39:02.827663","1","8","1"
"793","2023-06-16 19:52:00","CERRADA","2023-06-16 22:12:49.992308","2023-06-16 19:52:00","124.00",2,"2023-06-16 22:12:49.992308","190","3","1"
"794","2024-03-22 19:54:00","CERRADA","2024-03-22 21:18:47.562861","2024-03-22 19:54:00","345.00",5,"2024-03-22 21:18:47.562861","106","4","1"
"795","2024-08-09 12:18:00","CERRADA","2024-08-09 15:15:08.122773","2024-08-09 12:18:00","29.00",4,"2024-08-09 15:15:08.122773","146","12","1"
"796","2024-06-14 12:00:00","CERRADA","2024-06-14 13:56:15.947578","2024-06-14 12:00:00","121.00",4,"2024-06-14 13:56:15.947578","232","15","1"
"797","2025-05-09 19:47:00","CERRADA","2025-05-09 21:58:39.810769","2025-05-09 19:47:00","98.00",7,"2025-05-09 21:58:39.810769","1","12","1"
"798","2024-05-07 14:38:00","CERRADA","2024-05-07 17:30:43.117969","2024-05-07 14:38:00","127.00",1,"2024-05-07 17:30:43.117969","287","1","1"
"799","2023-06-09 14:25:00","CERRADA","2023-06-09 16:45:33.086552","2023-06-09 14:25:00","197.00",1,"2023-06-09 16:45:33.086552","1","10","1"
"800","2024-02-23 14:56:00","CERRADA","2024-02-23 16:52:10.21103","2024-02-23 14:56:00","146.00",3,"2024-02-23 16:52:10.21103","288","1","1"
"801","2024-07-23 19:55:00","CERRADA","2024-07-23 22:51:48.274725","2024-07-23 19:55:00","229.00",3,"2024-07-23 22:51:48.274725","273","7","1"
